tahun,provinsi,kabupaten_kota,kecamatan,kode_prov,kode_kabkota,kode_kec,jenjang,jumlah_satuan_pendidikan,date_pull,jumlah_laki,jumlah_perempuan,jumlah_alergi,jumlah_fobia,jumlah_intoleransi,jumlah_penerima_manfaat,jumlah_kondisi_khusus,jumlah_satpen_negeri,jumlah_satpen_swasta
2026,Prov. Papua Barat Daya,Kota Sorong,Kec. Sorong Utara,390000,390600,390605,SMK,1,2026-06-17 10:11:40,108,470,0,0,0,578,0,0,1
2026,Prov. Papua Barat Daya,Kab. Sorong,Kec. Aimas,390000,390400,390407,PAUD,1,2026-06-17 10:11:40,0,0,0,0,0,0,0,0,1
2026,Prov. Papua Barat Daya,Kab. Sorong,Kec. Aimas,390000,390400,390407,SMP,1,2026-06-17 10:11:40,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Barat Daya,Kab. Sorong,Kec. Mariat,390000,390400,390439,PAUD,1,2026-06-17 10:11:40,0,0,0,0,0,0,0,0,1
2026,Prov. Papua Pegunungan,Kab. Tolikara,Kec. Biuk,380000,380400,380445,SD,1,2026-06-17 10:11:40,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Pegunungan,Kab. Tolikara,Kec. Kembu,380000,380400,380404,SD,1,2026-06-17 10:11:40,250,204,0,0,0,454,0,0,1
2026,Prov. Papua Pegunungan,Kab. Yahukimo,Kec. Werima,380000,380300,380317,SD,1,2026-06-17 10:11:40,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Pegunungan,Kab. Pegunungan Bintang,Kec. Serambakon,380000,380200,380215,PAUD,1,2026-06-17 10:11:40,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Selatan,Kab. Mappi,Kec. Obaa,370000,370300,370301,SD,1,2026-06-17 10:11:41,0,0,0,0,0,0,0,0,1
2026,Prov. Papua Selatan,Kab. Mappi,Kec. Obaa,370000,370300,370301,SMA,1,2026-06-17 10:11:41,0,0,0,0,0,0,0,0,1
2026,Prov. Papua Selatan,Kab. Mappi,Kec. Obaa,370000,370300,370301,SMK,6,2026-06-17 10:11:41,2984,2172,0,0,0,5156,0,6,0
2026,Prov. Papua Selatan,Kab. Mappi,Kec. Obaa,370000,370300,370301,SMP,1,2026-06-17 10:11:41,660,720,146,0,0,1380,146,1,0
2026,Prov. Papua Selatan,Kab. Mappi,Kec. Ti  Zain,370000,370300,370315,SD,1,2026-06-17 10:11:41,266,202,0,15,15,468,30,1,0
2026,Prov. Papua Selatan,Kab. Boven Digoel,Kec. Bomakia,370000,370200,370206,SD,1,2026-06-17 10:11:41,58,52,0,0,0,110,0,1,0
2026,Prov. Papua Selatan,Kab. Boven Digoel,Kec. Mandobo,370000,370200,370201,SMP,1,2026-06-17 10:11:41,198,200,0,0,0,398,0,0,1
2026,Prov. Papua Selatan,Kab. Merauke,Kec. Merauke,370000,370100,370101,PAUD,1,2026-06-17 10:11:41,0,0,0,0,0,0,0,0,1
2026,Prov. Papua Selatan,Kab. Merauke,Kec. Merauke,370000,370100,370101,SD,1,2026-06-17 10:11:41,0,0,0,0,0,0,0,0,1
2026,Prov. Papua Selatan,Kab. Merauke,Kec. Merauke,370000,370100,370101,SMP,1,2026-06-17 10:11:41,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Selatan,Kab. Merauke,Kec. Okaba,370000,370100,370103,SMK,1,2026-06-17 10:11:41,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Selatan,Kab. Merauke,Kec. Tanah Miring,370000,370100,370106,PAUD,2,2026-06-17 10:11:41,92,92,0,0,0,184,0,0,2
2026,Prov. Papua Selatan,Kab. Merauke,Kec. Tanah Miring,370000,370100,370106,SMK,1,2026-06-17 10:11:41,544,418,0,0,0,962,0,1,0
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Kuala Kencana,360000,360400,360409,PAUD,1,2026-06-17 10:11:42,32,22,0,0,0,54,0,0,1
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Kuala Kencana,360000,360400,360409,SD,1,2026-06-17 10:11:42,664,646,0,0,0,1310,0,1,0
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Kuala Kencana,360000,360400,360409,SMP,2,2026-06-17 10:11:42,762,768,0,100,0,1530,100,1,1
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Baru,360000,360400,360401,PAUD,2,2026-06-17 10:11:42,282,222,13,1,12,504,26,1,1
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Baru,360000,360400,360401,SD,3,2026-06-17 10:11:42,1638,1534,0,0,0,3172,0,1,2
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Baru,360000,360400,360401,SMA,1,2026-06-17 10:11:42,1014,1226,0,0,0,2240,0,1,0
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Baru,360000,360400,360401,SMK,2,2026-06-17 10:11:42,468,1786,165,0,38,2254,203,1,1
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Baru,360000,360400,360401,SMP,4,2026-06-17 10:11:42,2152,2390,240,0,0,4542,240,1,3
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Timur,360000,360400,360403,SD,1,2026-06-17 10:11:42,214,174,0,0,0,388,0,1,0
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Timur,360000,360400,360403,SMK,1,2026-06-17 10:11:42,254,200,0,0,0,454,0,1,0
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Mimika Timur,360000,360400,360403,SMP,1,2026-06-17 10:11:42,214,122,0,0,0,336,0,0,1
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Wania,360000,360400,360416,PAUD,2,2026-06-17 10:11:42,28,26,8,0,0,54,8,1,1
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Wania,360000,360400,360416,SD,14,2026-06-17 10:11:43,4802,4354,1,0,9,9156,10,3,11
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Wania,360000,360400,360416,SMA,3,2026-06-17 10:11:43,1770,2304,0,0,13,4074,13,2,1
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Wania,360000,360400,360416,SMK,2,2026-06-17 10:11:43,222,122,0,0,0,344,0,0,2
2026,Prov. Papua Tengah,Kab. Mimika,Kec. Wania,360000,360400,360416,SMP,12,2026-06-17 10:11:43,3030,2988,28,0,1,6018,29,3,9
2026,Prov. Papua Tengah,Kab. Paniai,Kec. Aradide,360000,360300,360303,SD,1,2026-06-17 10:11:43,0,0,0,0,0,0,0,0,1
2026,Prov. Papua Tengah,Kab. Puncak Jaya,Kec. Fawi,360000,360200,360203,SMA,1,2026-06-17 10:11:43,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Tengah,Kab. Nabire,Kec. Nabire,360000,360100,360101,SD,2,2026-06-17 10:11:43,1028,932,0,0,0,1960,0,1,1
2026,Prov. Papua Tengah,Kab. Nabire,Kec. Nabire,360000,360100,360101,SMA,2,2026-06-17 10:11:43,438,422,5,0,0,860,5,0,2
2026,Prov. Papua Tengah,Kab. Nabire,Kec. Nabire,360000,360100,360101,SMK,1,2026-06-17 10:11:43,200,154,0,0,0,354,0,0,1
2026,Prov. Papua Tengah,Kab. Nabire,Kec. Nabire,360000,360100,360101,SMP,8,2026-06-17 10:11:43,2748,2376,229,0,0,5124,229,3,5
2026,Prov. Papua Tengah,Kab. Nabire,Kec. Yaro,360000,360100,360110,PAUD,1,2026-06-17 10:11:43,56,48,0,0,0,104,0,0,1
2026,Prov. Kalimantan Utara,Kota Tarakan,Kec. Tarakan Utara,340000,346000,346004,PAUD,3,2026-06-17 10:10:49,0,0,0,0,0,0,0,1,2
2026,Prov. Kalimantan Utara,Kota Tarakan,Kec. Tarakan Utara,340000,346000,346004,SD,1,2026-06-17 10:10:49,0,0,0,0,0,0,0,0,1
2026,Prov. Kalimantan Utara,Kota Tarakan,Kec. Tarakan Utara,340000,346000,346004,SMP,1,2026-06-17 10:10:49,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan,340000,340500,340504,PAUD,1,2026-06-17 10:10:48,0,0,0,0,0,0,0,0,1
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan,340000,340500,340504,SD,1,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan,340000,340500,340504,SMA,2,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,1
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan,340000,340500,340504,SMP,1,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan Selatan,340000,340500,340509,PAUD,2,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,1
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan Selatan,340000,340500,340509,SD,3,2026-06-17 10:10:48,0,0,0,0,0,0,0,3,0
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan Selatan,340000,340500,340509,SKB,1,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Nunukan Selatan,340000,340500,340509,SMP,1,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Sebatik Timur,340000,340500,340518,SD,1,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Nunukan,Kec. Sembakung,340000,340500,340503,SD,1,2026-06-17 10:10:48,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Bulungan,Kec. Tanjung Palas Timur,340000,340200,340208,SMA,1,2026-06-17 10:10:47,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Bulungan,Kec. Tanjung Selor,340000,340200,340209,SMK,1,2026-06-17 10:10:47,448,1174,93,0,0,1622,93,1,0
2026,Prov. Kalimantan Utara,Kab. Malinau,Kec. Malinau Kota,340000,340100,340104,SMP,1,2026-06-17 10:10:47,0,0,0,0,0,0,0,1,0
2026,Prov. Kalimantan Utara,Kab. Malinau,Kec. Malinau Utara,340000,340100,340109,SD,1,2026-06-17 10:10:47,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Mamuju Tengah,Kec. Budong-Budong,330000,330600,330601,SMK,1,2026-06-17 10:11:57,52,36,0,0,0,88,0,1,0
2026,Prov. Sulawesi Barat,Kab. Mamuju Tengah,Kec. Pangale,330000,330600,330605,SD,1,2026-06-17 10:11:57,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Majene,Kec. Banggae Timur,330000,330500,330512,SD,1,2026-06-17 10:11:56,106,114,0,0,0,220,0,1,0
2026,Prov. Sulawesi Barat,Kab. Majene,Kec. Malunda,330000,330500,330511,SD,1,2026-06-17 10:11:56,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Majene,Kec. Malunda,330000,330500,330511,SMP,1,2026-06-17 10:11:56,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Majene,Kec. Sendana,330000,330500,330510,PAUD,1,2026-06-17 10:11:56,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Majene,Kec. Sendana,330000,330500,330510,SD,2,2026-06-17 10:11:56,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Barat,Kab. Majene,Kec. Sendana,330000,330500,330510,SMP,1,2026-06-17 10:11:56,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Mamasa,Kec. Mamasa,330000,330400,330403,SD,2,2026-06-17 10:11:56,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Barat,Kab. Mamasa,Kec. Mambi,330000,330400,330404,SD,1,2026-06-17 10:11:56,42,38,40,0,0,80,40,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Alu,330000,330300,330309,SD,1,2026-06-17 10:11:57,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Balanipa,330000,330300,330307,SD,2,2026-06-17 10:11:58,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Balanipa,330000,330300,330307,SMP,1,2026-06-17 10:11:58,106,126,0,0,0,232,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Binuang,330000,330300,330312,SD,2,2026-06-17 10:11:58,162,192,7,1,4,354,12,2,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Binuang,330000,330300,330312,SMP,2,2026-06-17 10:11:58,134,122,0,0,0,256,0,2,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Campalagian,330000,330300,330303,SD,2,2026-06-17 10:11:58,222,198,0,0,0,420,0,2,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Campalagian,330000,330300,330303,SMK,1,2026-06-17 10:11:58,618,328,0,0,0,946,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Campalagian,330000,330300,330303,SMP,1,2026-06-17 10:11:58,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Limboro,330000,330300,330306,PAUD,7,2026-06-17 10:11:58,18,22,4,0,0,40,4,1,6
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Limboro,330000,330300,330306,SD,1,2026-06-17 10:11:58,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Limboro,330000,330300,330306,SMK,1,2026-06-17 10:11:58,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Limboro,330000,330300,330306,SMP,1,2026-06-17 10:11:58,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Luyo,330000,330300,330308,SD,1,2026-06-17 10:11:58,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Matakali,330000,330300,330311,SD,2,2026-06-17 10:11:59,238,196,0,0,0,434,0,2,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Polewali,330000,330300,330305,SD,3,2026-06-17 10:11:59,160,174,0,0,0,334,0,2,1
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Polewali,330000,330300,330305,SMP,1,2026-06-17 10:11:59,200,214,0,0,0,414,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Tinambung,330000,330300,330301,SMK,1,2026-06-17 10:11:59,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Wonomulyo,330000,330300,330304,SD,1,2026-06-17 10:11:59,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Polewali Mandar,Kec. Wonomulyo,330000,330300,330304,SMA,1,2026-06-17 10:11:59,266,104,0,0,0,370,0,0,1
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Baras,330000,330200,330203,SD,4,2026-06-17 10:11:57,282,304,0,0,0,586,0,4,0
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Baras,330000,330200,330203,SMP,2,2026-06-17 10:11:57,606,586,2,0,0,1192,2,2,0
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Dapurang,330000,330200,330205,SD,2,2026-06-17 10:11:57,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Dapurang,330000,330200,330205,SMK,1,2026-06-17 10:11:57,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Duripoku,330000,330200,330206,SD,1,2026-06-17 10:11:57,52,50,0,0,0,102,0,1,0
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Duripoku,330000,330200,330206,SMP,1,2026-06-17 10:11:57,142,154,42,0,60,296,102,1,0
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Sarudu,330000,330200,330202,SD,1,2026-06-17 10:11:57,52,28,0,0,0,80,0,1,0
2026,Prov. Sulawesi Barat,Kab. Pasangkayu,Kec. Sarudu,330000,330200,330202,SMP,2,2026-06-17 10:11:57,96,76,1,0,0,172,1,2,0
2026,Prov. Sulawesi Barat,Kab. Mamuju,Kec. Kalukku,330000,330100,330103,SMK,1,2026-06-17 10:11:56,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Mamuju,Kec. Mamuju,330000,330100,330102,PAUD,1,2026-06-17 10:11:56,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Mamuju,Kec. Mamuju,330000,330100,330102,SMP,1,2026-06-17 10:11:57,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Barat,Kab. Mamuju,Kec. Sampaga,330000,330100,330108,SMP,1,2026-06-17 10:11:57,0,0,0,0,0,0,0,1,0
2026,Prov. Papua Barat,Kab. Kaimana,Kec. Kaimana,320000,320200,320204,PAUD,2,2026-06-17 10:11:39,0,0,0,0,0,0,0,1,1
2026,Prov. Papua Barat,Kab. Kaimana,Kec. Kaimana,320000,320200,320204,SMA,1,2026-06-17 10:11:39,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Riau,Kota Tanjung Pinang,Kec. Bukit Bestari,310000,316100,316103,SMA,1,2026-06-17 10:10:59,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Batam Kota,310000,316000,316012,SD,2,2026-06-17 10:10:58,648,616,48,0,0,1264,48,2,0
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Batam Kota,310000,316000,316012,SMK,1,2026-06-17 10:10:58,0,0,0,0,0,0,0,0,1
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Batam Kota,310000,316000,316012,SMP,1,2026-06-17 10:10:59,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Nongsa,310000,316000,316007,PAUD,1,2026-06-17 10:10:59,0,0,0,0,0,0,0,0,1
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Nongsa,310000,316000,316007,SD,10,2026-06-17 10:10:59,2746,2482,41,0,2,5228,43,5,5
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Nongsa,310000,316000,316007,SMP,1,2026-06-17 10:10:59,0,0,0,0,0,0,0,0,1
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Sagulung,310000,316000,316013,SD,1,2026-06-17 10:10:59,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Sei Beduk,310000,316000,316003,SMP,1,2026-06-17 10:10:59,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Riau,Kota Batam,Kec. Sekupang,310000,316000,316002,SMP,1,2026-06-17 10:10:59,1526,1542,6,0,0,3068,6,1,0
2026,Prov. Kepulauan Riau,Kab. Karimun,Kec. Ungar,310000,310200,310211,SD,2,2026-06-17 10:10:58,188,228,24,0,0,416,24,2,0
2026,Prov. Kepulauan Riau,Kab. Bintan,Kec. Bintan Utara,310000,310100,310101,SD,1,2026-06-17 10:10:58,0,0,0,0,0,0,0,0,1
2026,Prov. Kepulauan Riau,Kab. Bintan,Kec. Gunung Kijang,310000,310100,310102,SD,1,2026-06-17 10:10:58,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Riau,Kab. Bintan,Kec. Seri Kuala Lobam,310000,310100,310109,SD,3,2026-06-17 10:10:58,0,0,0,0,0,0,0,3,0
2026,Prov. Kepulauan Riau,Kab. Bintan,Kec. Seri Kuala Lobam,310000,310100,310109,SMP,1,2026-06-17 10:10:58,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Riau,Kab. Bintan,Kec. Teluk Sebong,310000,310100,310105,SD,4,2026-06-17 10:10:58,0,0,0,0,0,0,0,4,0
2026,Prov. Kepulauan Riau,Kab. Bintan,Kec. Toapaya,310000,310100,310106,SD,3,2026-06-17 10:10:58,138,136,3,0,0,274,3,3,0
2026,Prov. Gorontalo,Kota Gorontalo,Kec. Kota Tengah,300000,306000,306006,PAUD,2,2026-06-17 10:06:33,0,0,0,0,0,0,0,0,2
2026,Prov. Gorontalo,Kota Gorontalo,Kec. Kota Tengah,300000,306000,306006,SD,5,2026-06-17 10:06:33,0,0,0,0,0,0,0,5,0
2026,Prov. Gorontalo,Kota Gorontalo,Kec. Kota Tengah,300000,306000,306006,SMK,1,2026-06-17 10:06:33,0,0,0,0,0,0,0,0,1
2026,Prov. Gorontalo,Kota Gorontalo,Kec. Kota Tengah,300000,306000,306006,SMP,1,2026-06-17 10:06:33,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kota Gorontalo,Kec. Sipatana,300000,306000,306007,PAUD,1,2026-06-17 10:06:33,0,0,0,0,0,0,0,0,1
2026,Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Kwandang,300000,300500,300503,PAUD,2,2026-06-17 10:06:32,0,0,0,0,0,0,0,1,1
2026,Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Kwandang,300000,300500,300503,SD,7,2026-06-17 10:06:32,0,0,0,0,0,0,0,7,0
2026,Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Kwandang,300000,300500,300503,SMA,1,2026-06-17 10:06:32,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Kwandang,300000,300500,300503,SMP,2,2026-06-17 10:06:32,0,0,0,0,0,0,0,1,1
2026,Prov. Gorontalo,Kab. Pohuwato,Kec. Buntulia,300000,300300,300311,SMA,1,2026-06-17 10:06:32,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kab. Pohuwato,Kec. Duhiadaa,300000,300300,300312,SD,1,2026-06-17 10:06:32,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kab. Pohuwato,Kec. Marisa,300000,300300,300302,SD,3,2026-06-17 10:06:32,0,0,0,0,0,0,0,3,0
2026,Prov. Gorontalo,Kab. Pohuwato,Kec. Marisa,300000,300300,300302,SMK,1,2026-06-17 10:06:32,0,0,0,0,0,0,0,0,1
2026,Prov. Gorontalo,Kab. Pohuwato,Kec. Marisa,300000,300300,300302,SMP,3,2026-06-17 10:06:32,0,0,0,0,0,0,0,2,1
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Limboto Barat,300000,300200,300219,PAUD,8,2026-06-17 10:06:31,0,0,0,0,0,0,0,3,5
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Limboto Barat,300000,300200,300219,SD,10,2026-06-17 10:06:31,0,0,0,0,0,0,0,10,0
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Limboto Barat,300000,300200,300219,SLB,1,2026-06-17 10:06:31,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Limboto Barat,300000,300200,300219,SMA,1,2026-06-17 10:06:31,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Limboto Barat,300000,300200,300219,SMP,1,2026-06-17 10:06:31,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Telaga,300000,300200,300208,PAUD,2,2026-06-17 10:06:32,0,0,0,0,0,0,0,2,0
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Telaga,300000,300200,300208,SMA,1,2026-06-17 10:06:32,0,0,0,0,0,0,0,1,0
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Telaga,300000,300200,300208,SMP,2,2026-06-17 10:06:32,0,0,0,0,0,0,0,2,0
2026,Prov. Gorontalo,Kab. Gorontalo,Kec. Telaga Jaya,300000,300200,300224,SD,1,2026-06-17 10:06:32,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Bukit Intan,290000,296000,296002,PAUD,2,2026-06-17 10:10:56,108,104,0,0,0,212,0,0,2
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Bukit Intan,290000,296000,296002,SD,3,2026-06-17 10:10:56,942,948,10,0,0,1890,10,3,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Bukit Intan,290000,296000,296002,SMA,2,2026-06-17 10:10:56,960,1106,94,0,0,2066,94,1,1
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Bukit Intan,290000,296000,296002,SMK,33,2026-06-17 10:10:56,5824,3968,2,0,0,9792,2,0,33
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Bukit Intan,290000,296000,296002,SMP,2,2026-06-17 10:10:56,660,580,2,0,0,1240,2,1,1
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Gabek,290000,296000,296091,PAUD,1,2026-06-17 10:10:56,42,44,2,1,0,86,3,0,1
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Gabek,290000,296000,296091,SD,4,2026-06-17 10:10:57,1628,1388,32,1,0,3016,33,4,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Gabek,290000,296000,296091,SMA,1,2026-06-17 10:10:57,0,0,0,0,0,0,0,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Gerunggang,290000,296000,296005,PAUD,3,2026-06-17 10:10:57,334,330,2,0,0,664,2,2,1
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Gerunggang,290000,296000,296005,SD,2,2026-06-17 10:10:57,686,604,1,0,0,1290,1,2,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Gerunggang,290000,296000,296005,SMP,3,2026-06-17 10:10:57,2790,2786,197,0,0,5576,197,3,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Girimaya,290000,296000,296090,SD,1,2026-06-17 10:10:57,196,176,6,0,0,372,6,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Pangkal Balam,290000,296000,296003,SMP,1,2026-06-17 10:10:57,772,734,67,0,0,1506,67,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Rangkui,290000,296000,296001,SD,1,2026-06-17 10:10:57,216,148,2,0,0,364,2,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Rangkui,290000,296000,296001,SMA,1,2026-06-17 10:10:57,946,1150,0,0,0,2096,0,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Rangkui,290000,296000,296001,SMP,1,2026-06-17 10:10:57,966,1086,0,0,0,2052,0,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Taman Sari,290000,296000,296004,PAUD,3,2026-06-17 10:10:57,198,242,3,0,0,440,3,1,2
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Taman Sari,290000,296000,296004,SD,2,2026-06-17 10:10:58,830,666,32,0,0,1496,32,1,1
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Taman Sari,290000,296000,296004,SMA,1,2026-06-17 10:10:58,940,1408,2,0,0,2348,2,1,0
2026,Prov. Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kec. Taman Sari,290000,296000,296004,SMP,1,2026-06-17 10:10:58,130,116,0,0,0,246,0,0,1
